,Ref,Title,Organization,Team_Name,Mapped_Team
5336,I-297156,ProblÃ¨me de connexion Bluetooth avec la souris,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5338,I-297106,CENTREON : The host ltosv0135..info is in state DOWN,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
5339,I-297105,pas d acces au serveur pdm,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5340,I-297094,CENTREON : The host ltosv0129..info is in state DOWN,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
5342,I-297086,CENTREON : The host ltosv0100..info is in state DOWN,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
5343,I-297085,CENTREON : The host ltosv0143..info is in state DOWN,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
5344,I-297079,CENTREON : The host ltosv0154..info is in state DOWN,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
5348,I-296851,CENTREON : The service Disk-C: on sfi-srv-adfs01..info is in state CRITICAL,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
5350,I-296755,En attente Essaie et rÃ©paration en cours par le prestataire-ARRET MACHINE DE PRODUCTION ATELIER,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5351,I-296745,Lenteur,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5354,I-296718,Mot de passe incorrect,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5355,I-296706,"Plus accÃ¨s au rÃ©pertoire rÃ©seau INTER, TEMP et Share",Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5362,I-296463,ProblÃ¨me sur SAP,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5364,I-296431,Ordinateur figÃ©,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5365,I-296412,ProblÃ¨me rÃ©seau tÃ©lÃ©phone,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5366,I-296410,souris dÃ©fectueuse,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5367,I-296400,Giofex UK ne peut plus se connecter Ã X3,Sefi,[GDC_FR]_SecOps,[GDC_FR]_SecOps
5368,I-296388,Impossible d'authentifier la connexion sur le tÃ©lÃ©phone,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5372,I-296214,Acces sur Salesforce pour Lucile Mairian,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5373,I-296204,CENTREON : The service Uptime on srv2_..info is in state CRITICAL,Sefi,[GDC_FR]_SysOps - Win,[GDC_WW]_ITOps - GDU_Infra_2
5374,I-296200,CENTREON : The host log-silene..info is in state DOWN,Sefi,[GDC_FR]_SysOps - Win,[GDC_WW]_ITOps - GDU_Infra_2
5375,I-296189,Deveho doivent accÃ©der Ã Sage USA,Sefi,[GDC_FR]_SecOps,[GDC_FR]_SecOps
5376,I-296188,Mail en Quarantaine,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5377,I-296163,ProblÃ¨me pour se connecter sur SAP en SSO,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5378,I-296136,Impossible d'enregistrer Excel dans le dossier partagÃ©,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5379,I-296113,la sociÃ©tÃ© Deveho ne parvient plus Ã m'envoyer d'emails,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5380,I-296098,Plus accÃ¨s Ã Salesforce,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5381,I-296089,Compte SAP Polyva2 vÃ©rouiller.,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5382,I-296050,CENTREON : The service Ping on ltosv0139..info is in state CRITICAL,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
5384,I-295981,Sarah cant connect to Sage,Sefi,[GDC_FR]_SecOps,[GDC_FR]_SecOps
5385,I-295973,Pb de connexion en 2 serveurs,Sefi,[GDC_FR]_SysOps - Win,[GDC_WW]_ITOps - GDU_Infra_2
5386,I-295955,Probleme de souris,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5387,I-295951,Probleme de connexion internet (CÃ¢ble rÃ©seau),Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5388,I-295889,deconnexion sap trÃ¨s trÃ¨s frÃ©quente,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5390,I-295869,Dysfonctionnement MS Outlook,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5391,I-295853,Ordinateur Lent,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5392,I-295852,Pas accÃ¨s sur SAP ECC PROD,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5393,I-295842,compte SAP BloquÃ©,Sefi,[GDC_FR]_AppOps,[GDC_FR]_AppOps
5396,I-295731,Snapshot LTOSV0125,Sefi,[GDC_FR]_SysOps - Win,[GDC_WW]_ITOps - GDU_Infra_2
5397,I-295724,CENTREON : The service Process-OFS.exe on ltosv0037..info is in state CRITICAL,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
5398,I-295720,Snapshot server APAC-SRV-SAGE01,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
5401,I-295706,Plus accÃ¨s Ã l'imprimante FOLLOW,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5402,I-295703,Pas d'affichage sur l'Ã©cran,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5405,I-295690,P01~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
5407,I-295683,"[Support Cyberprotect] Nouveau Ticket de prioritÃ© ""NORMAL"" / New ticket with priority ""NORMAL""",Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
5408,I-295679,Probleme avec le port USB-C,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5409,I-295663,Alerte CPU sur LTOSV0136,Sefi,[GDC_FR]_AppOps,[GDC_FR]_AppOps
5411,I-295652,"Plus accÃ¨s sur SHARE, INTER et Temp",Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5412,I-295647,RDV Mardi 10/10/2023 - 14h - Remasterisation en cours -Impossible de se connecter sur la session Windows (Ã©cran bleu),Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5413,I-295637,"disparition de l'option ""assistant planification"" dans la nouvelle version d'Outlook",Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5414,I-295631,I can't log in to my office Account,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5415,I-295629,ProblÃ¨mes de connexion Ã Office (I-292061),Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5420,I-295479,Sarah Griswold Budd Lake can't connect to sage X3 USA,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5421,I-295477,ProblÃ¨me avec le compte de Geert Gysens,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5423,I-295437,SAP Errors message during assingment Pallets for orders (group and external clients),Sefi,[SFI]_SAP,[SFI]_SAP
5424,I-295431,plus de son sur teams lors des conversations,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5425,I-295415,PC ne demarre plus,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5426,I-295407,PowerBI connexion,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
5427,I-295393,Probleme de connexion materiels,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5428,I-295346,CENTREON : The service Load on ltosv0166..info is in state CRITICAL,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
5429,I-295343,CENTREON : The service Load on ltosv0166..info is in state CRITICAL,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
5431,I-295340,CENTREON : The service Ping on SFI-FW-FG-60F-JAPAN..info is in state CRITICAL,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
5433,I-295336,P01~ABAP~LTOSV0162_P01_00 : Errors in ABAP System Log,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
5434,I-295335,CENTREON : The host ltosv0166..info_central is in state DOWN,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
5435,I-295325,Cant Connect to Sage,Sefi,[GDC_FR]_SecOps,[GDC_FR]_SecOps
5438,I-295322,Activer compte Vincent Nigay,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5442,I-295279,Probleme login sur Saleforce Booster,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5445,I-295234,Ordinateur portable verrouillÃ© avec Bitlocker,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5449,I-295125,CENTREON : The service Disk-E: on ltosv0118..info is in state CRITICAL,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
5450,I-295124,problÃ¨me avec la compte de Peter de Groot,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5451,I-295122,problÃ¨me accÃ¨s fichier Excel Sharepoint Monitoring,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5452,I-295051,SalesForces Account Locked,Sefi,[GDC_FR]_SysOps - Win,[GDC_WW]_ITOps - GDU_Infra_2
5453,I-295042,OUTLOOK EN PANNE,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5455,I-295031,problÃ¨me de wifi,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5456,I-294982,Label Printer Budd Lake does not respond,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
5458,I-294929,URGENT! Unable to access email (Another Employee),Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5459,I-294928,"Plus d'accÃ¨s sur SAP, les rÃ©pertoires rÃ©seaux et pour imprimer",Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5460,I-294917,Unable to access email,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5461,I-294906,Probleme de connexion sur keepeek,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5462,I-294896,Pas accÃ¨s Ã INTER\Gestion,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5463,I-294889,Pas d'accÃ¨s au repertoire rÃ©seau,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5464,I-294881,Pas d'accÃ¨s les rÃ©pertoires rÃ©seaux,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5465,I-294876,RDV 10/10/23 - 10h - Batterie PC portable,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5467,I-294743,Installation imprimante,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5469,I-294733,ProblÃ¨me de mise en veille sur le tÃ©lÃ©phone.,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5470,I-294728,Probleme avec ordinateur,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5471,I-294727,Kiosk - test,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5477,I-294628,ProblÃ¨me avec Outlook sur iPhone,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5478,I-294590,Probleme de connexion sur outlook / office,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5480,I-294563,PAS DE CONNEXION SAP,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5486,I-294379,Probleme SAP,Sefi,[GDC_FR]_AppOps,[GDC_FR]_AppOps
5489,I-294369,compte labo mts1 bloquÃ©,Sefi,[GDC_FR]_AppOps,[GDC_FR]_AppOps
5490,I-294338,CENTREON : The service Memory on ltosv0150..info is in state CRITICAL,Sefi,[GDC_FR]_SysOps - Win,[GDC_WW]_ITOps - GDU_Infra_2
5492,I-294333,CENTREON : The service Swap on ltosv0150..info is in state CRITICAL,Sefi,[GDC_FR]_SysOps - Win,[GDC_WW]_ITOps - GDU_Infra_2
5495,I-294316,Probleme avec le boitier usb-c,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5498,I-294278,LTOSV0151 activitÃ© qui fait planter des jobs,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
5499,I-294259,CENTREON : The service Swap on ltosv0177..info is in state CRITICAL,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
5501,I-294195,Probleme avec telephone DECT,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5502,I-294184,CENTREON : The service Swap on sfi-srv-adfs01..info is in state CRITICAL,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
5504,I-294178,SAP ID incorrect,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5505,I-294162,ProblÃ¨me avec un logiciel ScreenPal,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5506,I-294152,Not able to connect to SAP,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5507,I-294064,Probleme de connection,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5508,I-294058,Probleme avec resolution ecran secondaire,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5509,I-294036,CENTREON : The service Disk-C: on ltosv0073..info is in state CRITICAL,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
5511,I-294020,CENTREON : The service Disk-C: on ltosv0101..info is in state CRITICAL,Sefi,[GDC_FR]_SysOps - Win,[GDC_WW]_ITOps - GDU_Infra_2
5512,I-294019,CENTREON : The service Disk-C: on ltosv0073..info is in state CRITICAL,Sefi,[GDC_FR]_SysOps - Win,[GDC_WW]_ITOps - GDU_Infra_2
5513,I-294018,Authentication based on DMARC policy for email platform BREVO,Sefi,[GDC_FR]_SysOps - Win,[GDC_WW]_ITOps - GDU_Infra_2
5514,I-294013,DÃ©faut batterie,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5515,I-294003,ProblÃ¨me avec le tÃ©lÃ©phone fixe,Sefi,[SFI]_IT,[SFI]_IT
5517,I-293961,ProblÃ¨me pour se connecter sur le site de Fedex,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5518,I-293959,RÃ©solution d'Ã©cran,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5520,I-293911,CENTREON : The service Disk-C: on sfi-srv-adfs01..info is in state CRITICAL,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
5522,I-293881,verification branchement envisagÃ©e le 28/09/23ProblÃ¨me avec le tÃ©lÃ©phone fixe et le casque,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5523,I-293862,Mail suspicieux,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5524,I-293848,ProblÃ¨me avec le pack Office,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5527,I-293794,PB EXCEL,Sefi,[SFI]_IT,[SFI]_IT
5528,I-293782,ProblÃ¨me d'affichage sur SAP,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5529,I-293718,erreur de mail,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5531,I-293664,[Support Cyberprotect] RÃ©sumÃ© de vos tickets/Summary of your tickets,Sefi,[GDC_FR]_Network_Security,[GDC_FR]_Network_Security
5533,I-293626,ProblÃ¨me de syncrhonisation avec mot de passe Windows.,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5534,I-293625,imprimante innovation center,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5535,I-293623,ProblÃ¨me pour se connecter sur le logiciel Analysis,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5536,I-293618,ProblÃ¨me de connexion sur INTER,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5539,I-293603,Impossible de se connecter sur le WIFI,Sefi,[SFI]_IT,[SFI]_IT
5540,I-293595,Unable to access Sharepoint .,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5549,I-293365,Unable to access Keepeek R-291954,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5552,I-293349,CENTREON : The host SFNASQL1..info is in state DOWN,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
5553,I-293348,Mise en veille,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5554,I-293342,Demande d'information concernant un mail,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5566,I-293163,Organigramme : connexion impossible,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5567,I-293159,Login issue on Keepeek R-291954,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5570,I-293149,Keepeek Login issue R-291954,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5573,I-293104,Adaptateur USB-C laptop pas compatible,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5575,I-293093,Impossible de se connecter sur le Sharepoint,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5578,I-293050,CENTREON : The service HTTPS-SSL-Certificat-Expiration-viflow..com on ltosv0166..info is in state CRITICAL,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
5580,I-293034,CENTREON : The service Cpu on ltosv0136..info is in state CRITICAL,Sefi,[GDC_FR]_AppOps,[GDC_FR]_AppOps
5583,I-293009,CENTREON : The service HTTPS-SSL-Certificat-Expiration-myprofile..com on ltosv0166..info is in state CRITICAL,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
5584,I-293008,CENTREON : The service HTTPS-SSL-Certificat-Expiration-my..com on ltosv0166..info is in state CRITICAL,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
5585,I-293007,CENTREON : The service HTTPS-SSL-Certificat-Expiration-my-preprod..com on ltosv0166..info is in state CRITICAL,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
5586,I-293006,CENTREON : The service HTTPS-SSL-Certificat-Expiration-.com on ltosv0166..info is in state CRITICAL,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
5588,I-293004,CENTREON : The service HTTPS-SSL-Certificat-Expiration-my-test..com on ltosv0166..info is in state CRITICAL,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
5590,I-292985,CENTREON : The service Cpu on ltosv0139..info is in state CRITICAL,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
5591,I-292983,CENTREON : The service Load on ltosv0139..info is in state CRITICAL,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
5603,I-292872,Probleme avec address mail externe,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5604,I-292849,Connexion sur le WIFI,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5605,I-292833,ProblÃ¨me de connexion sur Outlook,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5608,I-292823,ProblÃ¨me pour se connecter en SSO sur SAP,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5609,I-292819,ProblÃ¨me pour connecter sur sa boite de messagerie,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5613,I-292769,TEST INCIDENT US,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
5619,I-292718,L'ordinateur portable s'Ã©teint aprÃ¨s avoir ouvert Outlook Ã chaque fois,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5621,I-292711,Windows ne parvient pas Ã dÃ©marrer,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5624,I-292637,Probleme avec windows,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5626,I-292632,Probleme a ouvrir les fichier PDF sur Edge (Sage),Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5629,I-292626,Connexion wifi,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5631,I-292612,Aucune connexion sur les dossiers partagÃ©s,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5632,I-292597,problÃ¨me d'impression d'Ã©tiquette sur SAP,Sefi,[GDC_FR]_SysOps - Win,[GDC_WW]_ITOps - GDU_Infra_2
5635,I-292551,Printers sfnasageapp,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
5636,I-292537,DECT,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5638,I-292506,Excel sur le server LTOSV0148,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5641,I-292447,ID utilisateur verrouillÃ©,Sefi,[GDC_FR]_SysOps - Win,[GDC_WW]_ITOps - GDU_Infra_2
5643,I-292436,RÃ©solution de l'Ã©cran secondaire toute petite !,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5647,I-292416,CENTREON : The service VPN_GF_UK-1 on SFI-FW-VM4FRAZ-FGTP..info is in state CRITICAL,Sefi,[GDC_FR]_SecOps,[GDC_FR]_SecOps
5654,I-292168,"Soucis boite mail Spam, alerte sÃ©curitÃ©",Sefi,[GDC_FR]_SecOps,[GDC_FR]_SecOps
5655,I-292143,Supprimer accidentellement 1 dossier dans SHARE,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5656,I-292132,CENTREON : The service Alertlog on ltosv0122..info_BRCO is in state CRITICAL,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
5657,I-292130,Tous les fichiers PDF s'ouvrent sur MS Edge,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5658,I-292116,Session Windows VÃ©rouiller,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5659,I-292110,pb deconnexion sap,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5661,I-292075,AccÃ¨s sur ITOP,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5662,I-292073,problÃ¨me Ã©cran,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5663,I-292072,accÃ¨s iTOP,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5664,I-292065,ProblÃ¨me de synchronisation sur Onenote,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5665,I-292061,ProblÃ¨mes de connexion Ã Office,Sefi,[GDC_FR]_SysOps - Win,[GDC_WW]_ITOps - GDU_Infra_2
5666,I-292049,PB FORMAT ECRAN,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5667,I-292048,ProblÃ¨me de rÃ©seau tÃ©lÃ©phonique dans le batiment F,Sefi,[SFI]_IT,[SFI]_IT
5668,I-292046,"Il n'y a plus de rÃ©seau telephonique orange au Bat F, 1er Ã©tage et une petite barre quand on monte Ã l'Ã©tage",Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5669,I-291990,Bitlocker and automatic repair,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5670,I-291973,CENTREON : The host ltosv0122..info_BRCO is in state DOWN,Sefi,[GDC_FR]_DbOps,[GDC_FR]_DbOps
5672,I-291898,problÃ¨me adaptateur usb-c,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5673,I-291880,ProblÃ¨me pour supprimer un compte dans Outlook.,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5674,I-291863,ProblÃ¨me pour se connecter sur le logiciel Logiciel Shimadzu Trapezium-V,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
5675,I-291855,Disable file extentions on windows,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
